persistence_length,num_fibers,noise_density,fov,curvature_min,curvature_max,filename,timestamp,simulation_id,repeat_id,status
,4,0.3,1000,0.0,0.005,network_repeat_124_comb_0.pt,2024-12-09 11:46:17,0,124,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_124_comb_1.pt,2024-12-09 11:46:18,1,124,completed
,4,0.3,1000,0.0,0.005,network_repeat_125_comb_0.pt,2024-12-09 11:46:18,0,125,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_125_comb_1.pt,2024-12-09 11:46:19,1,125,completed
,4,0.3,1000,0.0,0.005,network_repeat_126_comb_0.pt,2024-12-09 11:46:19,0,126,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_126_comb_1.pt,2024-12-09 11:46:20,1,126,completed
,4,0.3,1000,0.0,0.005,network_repeat_127_comb_0.pt,2024-12-09 11:46:20,0,127,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_127_comb_1.pt,2024-12-09 11:46:20,1,127,completed
,4,0.3,1000,0.0,0.005,network_repeat_128_comb_0.pt,2024-12-09 11:46:20,0,128,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_128_comb_1.pt,2024-12-09 11:46:21,1,128,completed
,4,0.3,1000,0.0,0.005,network_repeat_129_comb_0.pt,2024-12-09 11:46:22,0,129,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_129_comb_1.pt,2024-12-09 11:46:22,1,129,completed
,4,0.3,1000,0.0,0.005,network_repeat_130_comb_0.pt,2024-12-09 11:46:22,0,130,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_130_comb_1.pt,2024-12-09 11:46:23,1,130,completed
,4,0.3,1000,0.0,0.005,network_repeat_131_comb_0.pt,2024-12-09 11:46:23,0,131,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_131_comb_1.pt,2024-12-09 11:46:24,1,131,completed
,4,0.3,1000,0.0,0.005,network_repeat_132_comb_0.pt,2024-12-09 11:46:24,0,132,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_132_comb_1.pt,2024-12-09 11:46:24,1,132,completed
,4,0.3,1000,0.0,0.005,network_repeat_133_comb_0.pt,2024-12-09 11:46:25,0,133,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_133_comb_1.pt,2024-12-09 11:46:25,1,133,completed
,4,0.3,1000,0.0,0.005,network_repeat_134_comb_0.pt,2024-12-09 11:46:26,0,134,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_134_comb_1.pt,2024-12-09 11:46:26,1,134,completed
,4,0.3,1000,0.0,0.005,network_repeat_135_comb_0.pt,2024-12-09 11:46:27,0,135,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_135_comb_1.pt,2024-12-09 11:46:27,1,135,completed
,4,0.3,1000,0.0,0.005,network_repeat_136_comb_0.pt,2024-12-09 11:46:28,0,136,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_136_comb_1.pt,2024-12-09 11:46:29,1,136,completed
,4,0.3,1000,0.0,0.005,network_repeat_137_comb_0.pt,2024-12-09 11:46:29,0,137,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_137_comb_1.pt,2024-12-09 11:46:29,1,137,completed
,4,0.3,1000,0.0,0.005,network_repeat_138_comb_0.pt,2024-12-09 11:46:30,0,138,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_138_comb_1.pt,2024-12-09 11:46:30,1,138,completed
,4,0.3,1000,0.0,0.005,network_repeat_139_comb_0.pt,2024-12-09 11:46:31,0,139,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_139_comb_1.pt,2024-12-09 11:46:31,1,139,completed
,4,0.3,1000,0.0,0.005,network_repeat_140_comb_0.pt,2024-12-09 11:46:32,0,140,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_140_comb_1.pt,2024-12-09 11:46:32,1,140,completed
,4,0.3,1000,0.0,0.005,network_repeat_141_comb_0.pt,2024-12-09 11:46:33,0,141,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_141_comb_1.pt,2024-12-09 11:46:33,1,141,completed
,4,0.3,1000,0.0,0.005,network_repeat_142_comb_0.pt,2024-12-09 11:46:34,0,142,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_142_comb_1.pt,2024-12-09 11:46:34,1,142,completed
,4,0.3,1000,0.0,0.005,network_repeat_143_comb_0.pt,2024-12-09 11:46:34,0,143,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_143_comb_1.pt,2024-12-09 11:46:35,1,143,completed
,4,0.3,1000,0.0,0.005,network_repeat_144_comb_0.pt,2024-12-09 11:46:35,0,144,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_144_comb_1.pt,2024-12-09 11:46:35,1,144,completed
,4,0.3,1000,0.0,0.005,network_repeat_145_comb_0.pt,2024-12-09 11:46:36,0,145,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_145_comb_1.pt,2024-12-09 11:46:36,1,145,completed
,4,0.3,1000,0.0,0.005,network_repeat_146_comb_0.pt,2024-12-09 11:46:37,0,146,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_146_comb_1.pt,2024-12-09 11:46:37,1,146,completed
,4,0.3,1000,0.0,0.005,network_repeat_147_comb_0.pt,2024-12-09 11:46:38,0,147,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_147_comb_1.pt,2024-12-09 11:46:38,1,147,completed
,4,0.3,1000,0.0,0.005,network_repeat_148_comb_0.pt,2024-12-09 11:46:38,0,148,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_148_comb_1.pt,2024-12-09 11:46:39,1,148,completed
,4,0.3,1000,0.0,0.005,network_repeat_149_comb_0.pt,2024-12-09 11:46:39,0,149,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_149_comb_1.pt,2024-12-09 11:46:40,1,149,completed
,4,0.3,1000,0.0,0.005,network_repeat_150_comb_0.pt,2024-12-09 11:46:40,0,150,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_150_comb_1.pt,2024-12-09 11:46:41,1,150,completed
,4,0.3,1000,0.0,0.005,network_repeat_151_comb_0.pt,2024-12-09 11:46:41,0,151,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_151_comb_1.pt,2024-12-09 11:46:41,1,151,completed
,4,0.3,1000,0.0,0.005,network_repeat_152_comb_0.pt,2024-12-09 11:46:42,0,152,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_152_comb_1.pt,2024-12-09 11:46:42,1,152,completed
,4,0.3,1000,0.0,0.005,network_repeat_153_comb_0.pt,2024-12-09 11:46:42,0,153,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_153_comb_1.pt,2024-12-09 11:46:43,1,153,completed
,4,0.3,1000,0.0,0.005,network_repeat_154_comb_0.pt,2024-12-09 11:46:43,0,154,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_154_comb_1.pt,2024-12-09 11:46:44,1,154,completed
,4,0.3,1000,0.0,0.005,network_repeat_155_comb_0.pt,2024-12-09 11:46:44,0,155,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_155_comb_1.pt,2024-12-09 11:46:45,1,155,completed
,4,0.3,1000,0.0,0.005,network_repeat_156_comb_0.pt,2024-12-09 11:46:45,0,156,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_156_comb_1.pt,2024-12-09 11:46:45,1,156,completed
,4,0.3,1000,0.0,0.005,network_repeat_157_comb_0.pt,2024-12-09 11:46:46,0,157,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_157_comb_1.pt,2024-12-09 11:46:46,1,157,completed
,4,0.3,1000,0.0,0.005,network_repeat_158_comb_0.pt,2024-12-09 11:46:47,0,158,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_158_comb_1.pt,2024-12-09 11:46:47,1,158,completed
,4,0.3,1000,0.0,0.005,network_repeat_159_comb_0.pt,2024-12-09 11:46:48,0,159,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_159_comb_1.pt,2024-12-09 11:46:48,1,159,completed
,4,0.3,1000,0.0,0.005,network_repeat_160_comb_0.pt,2024-12-09 11:46:49,0,160,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_160_comb_1.pt,2024-12-09 11:46:49,1,160,completed
,4,0.3,1000,0.0,0.005,network_repeat_161_comb_0.pt,2024-12-09 11:46:50,0,161,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_161_comb_1.pt,2024-12-09 11:46:50,1,161,completed
,4,0.3,1000,0.0,0.005,network_repeat_162_comb_0.pt,2024-12-09 11:46:50,0,162,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_162_comb_1.pt,2024-12-09 11:46:51,1,162,completed
,4,0.3,1000,0.0,0.005,network_repeat_163_comb_0.pt,2024-12-09 11:46:51,0,163,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_163_comb_1.pt,2024-12-09 11:46:52,1,163,completed
,4,0.3,1000,0.0,0.005,network_repeat_164_comb_0.pt,2024-12-09 11:46:52,0,164,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_164_comb_1.pt,2024-12-09 11:46:53,1,164,completed
,4,0.3,1000,0.0,0.005,network_repeat_165_comb_0.pt,2024-12-09 11:46:54,0,165,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_165_comb_1.pt,2024-12-09 11:46:54,1,165,completed
,4,0.3,1000,0.0,0.005,network_repeat_166_comb_0.pt,2024-12-09 11:46:55,0,166,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_166_comb_1.pt,2024-12-09 11:46:55,1,166,completed
,4,0.3,1000,0.0,0.005,network_repeat_167_comb_0.pt,2024-12-09 11:46:55,0,167,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_167_comb_1.pt,2024-12-09 11:46:56,1,167,completed
,4,0.3,1000,0.0,0.005,network_repeat_168_comb_0.pt,2024-12-09 11:46:56,0,168,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_168_comb_1.pt,2024-12-09 11:46:57,1,168,completed
,4,0.3,1000,0.0,0.005,network_repeat_169_comb_0.pt,2024-12-09 11:46:57,0,169,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_169_comb_1.pt,2024-12-09 11:46:57,1,169,completed
,4,0.3,1000,0.0,0.005,network_repeat_170_comb_0.pt,2024-12-09 11:46:58,0,170,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_170_comb_1.pt,2024-12-09 11:46:58,1,170,completed
,4,0.3,1000,0.0,0.005,network_repeat_171_comb_0.pt,2024-12-09 11:46:58,0,171,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_171_comb_1.pt,2024-12-09 11:46:59,1,171,completed
,4,0.3,1000,0.0,0.005,network_repeat_172_comb_0.pt,2024-12-09 11:46:59,0,172,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_172_comb_1.pt,2024-12-09 11:47:00,1,172,completed
,4,0.3,1000,0.0,0.005,network_repeat_173_comb_0.pt,2024-12-09 11:47:00,0,173,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_173_comb_1.pt,2024-12-09 11:47:01,1,173,completed
,4,0.3,1000,0.0,0.005,network_repeat_174_comb_0.pt,2024-12-09 11:47:01,0,174,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_174_comb_1.pt,2024-12-09 11:47:01,1,174,completed
,4,0.3,1000,0.0,0.005,network_repeat_175_comb_0.pt,2024-12-09 11:47:02,0,175,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_175_comb_1.pt,2024-12-09 11:47:02,1,175,completed
,4,0.3,1000,0.0,0.005,network_repeat_176_comb_0.pt,2024-12-09 11:47:03,0,176,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_176_comb_1.pt,2024-12-09 11:47:03,1,176,completed
,4,0.3,1000,0.0,0.005,network_repeat_177_comb_0.pt,2024-12-09 11:47:03,0,177,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_177_comb_1.pt,2024-12-09 11:47:04,1,177,completed
,4,0.3,1000,0.0,0.005,network_repeat_178_comb_0.pt,2024-12-09 11:47:04,0,178,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_178_comb_1.pt,2024-12-09 11:47:05,1,178,completed
,4,0.3,1000,0.0,0.005,network_repeat_179_comb_0.pt,2024-12-09 11:47:05,0,179,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_179_comb_1.pt,2024-12-09 11:47:05,1,179,completed
,4,0.3,1000,0.0,0.005,network_repeat_180_comb_0.pt,2024-12-09 11:47:06,0,180,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_180_comb_1.pt,2024-12-09 11:47:06,1,180,completed
,4,0.3,1000,0.0,0.005,network_repeat_181_comb_0.pt,2024-12-09 11:47:07,0,181,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_181_comb_1.pt,2024-12-09 11:47:07,1,181,completed
,4,0.3,1000,0.0,0.005,network_repeat_182_comb_0.pt,2024-12-09 11:47:08,0,182,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_182_comb_1.pt,2024-12-09 11:47:08,1,182,completed
,4,0.3,1000,0.0,0.005,network_repeat_183_comb_0.pt,2024-12-09 11:47:09,0,183,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_183_comb_1.pt,2024-12-09 11:47:09,1,183,completed
,4,0.3,1000,0.0,0.005,network_repeat_184_comb_0.pt,2024-12-09 11:47:10,0,184,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_184_comb_1.pt,2024-12-09 11:47:10,1,184,completed
,4,0.3,1000,0.0,0.005,network_repeat_185_comb_0.pt,2024-12-09 11:47:11,0,185,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_185_comb_1.pt,2024-12-09 11:47:11,1,185,completed
,4,0.3,1000,0.0,0.005,network_repeat_186_comb_0.pt,2024-12-09 11:47:13,0,186,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_186_comb_1.pt,2024-12-09 11:47:13,1,186,completed
,4,0.3,1000,0.0,0.005,network_repeat_187_comb_0.pt,2024-12-09 11:47:13,0,187,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_187_comb_1.pt,2024-12-09 11:47:14,1,187,completed
,4,0.3,1000,0.0,0.005,network_repeat_188_comb_0.pt,2024-12-09 11:47:15,0,188,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_188_comb_1.pt,2024-12-09 11:47:15,1,188,completed
,4,0.3,1000,0.0,0.005,network_repeat_189_comb_0.pt,2024-12-09 11:47:16,0,189,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_189_comb_1.pt,2024-12-09 11:47:16,1,189,completed
,4,0.3,1000,0.0,0.005,network_repeat_190_comb_0.pt,2024-12-09 11:47:16,0,190,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_190_comb_1.pt,2024-12-09 11:47:17,1,190,completed
,4,0.3,1000,0.0,0.005,network_repeat_191_comb_0.pt,2024-12-09 11:47:17,0,191,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_191_comb_1.pt,2024-12-09 11:47:18,1,191,completed
,4,0.3,1000,0.0,0.005,network_repeat_192_comb_0.pt,2024-12-09 11:47:18,0,192,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_192_comb_1.pt,2024-12-09 11:47:19,1,192,completed
,4,0.3,1000,0.0,0.005,network_repeat_193_comb_0.pt,2024-12-09 11:47:19,0,193,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_193_comb_1.pt,2024-12-09 11:47:20,1,193,completed
,4,0.3,1000,0.0,0.005,network_repeat_194_comb_0.pt,2024-12-09 11:47:20,0,194,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_194_comb_1.pt,2024-12-09 11:47:21,1,194,completed
,4,0.3,1000,0.0,0.005,network_repeat_195_comb_0.pt,2024-12-09 11:47:21,0,195,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_195_comb_1.pt,2024-12-09 11:47:22,1,195,completed
,4,0.3,1000,0.0,0.005,network_repeat_196_comb_0.pt,2024-12-09 11:47:22,0,196,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_196_comb_1.pt,2024-12-09 11:47:22,1,196,completed
,4,0.3,1000,0.0,0.005,network_repeat_197_comb_0.pt,2024-12-09 11:47:23,0,197,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_197_comb_1.pt,2024-12-09 11:47:23,1,197,completed
,4,0.3,1000,0.0,0.005,network_repeat_198_comb_0.pt,2024-12-09 11:47:24,0,198,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_198_comb_1.pt,2024-12-09 11:47:24,1,198,completed
,4,0.3,1000,0.0,0.005,network_repeat_199_comb_0.pt,2024-12-09 11:47:24,0,199,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_199_comb_1.pt,2024-12-09 11:47:25,1,199,completed
,4,0.3,1000,0.0,0.005,network_repeat_200_comb_0.pt,2024-12-09 11:47:25,0,200,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_200_comb_1.pt,2024-12-09 11:47:26,1,200,completed
,4,0.3,1000,0.0,0.005,network_repeat_201_comb_0.pt,2024-12-09 11:47:26,0,201,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_201_comb_1.pt,2024-12-09 11:47:27,1,201,completed
,4,0.3,1000,0.0,0.005,network_repeat_202_comb_0.pt,2024-12-09 11:47:28,0,202,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_202_comb_1.pt,2024-12-09 11:47:28,1,202,completed
,4,0.3,1000,0.0,0.005,network_repeat_203_comb_0.pt,2024-12-09 11:47:30,0,203,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_203_comb_1.pt,2024-12-09 11:47:31,1,203,completed
,4,0.3,1000,0.0,0.005,network_repeat_204_comb_0.pt,2024-12-09 11:47:31,0,204,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_204_comb_1.pt,2024-12-09 11:47:32,1,204,completed
,4,0.3,1000,0.0,0.005,network_repeat_205_comb_0.pt,2024-12-09 11:47:32,0,205,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_205_comb_1.pt,2024-12-09 11:47:33,1,205,completed
,4,0.3,1000,0.0,0.005,network_repeat_206_comb_0.pt,2024-12-09 11:47:33,0,206,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_206_comb_1.pt,2024-12-09 11:47:34,1,206,completed
,4,0.3,1000,0.0,0.005,network_repeat_207_comb_0.pt,2024-12-09 11:47:34,0,207,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_207_comb_1.pt,2024-12-09 11:47:34,1,207,completed
,4,0.3,1000,0.0,0.005,network_repeat_208_comb_0.pt,2024-12-09 11:47:35,0,208,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_208_comb_1.pt,2024-12-09 11:47:35,1,208,completed
,4,0.3,1000,0.0,0.005,network_repeat_209_comb_0.pt,2024-12-09 11:47:36,0,209,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_209_comb_1.pt,2024-12-09 11:47:36,1,209,completed
,4,0.3,1000,0.0,0.005,network_repeat_210_comb_0.pt,2024-12-09 11:47:36,0,210,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_210_comb_1.pt,2024-12-09 11:47:37,1,210,completed
,4,0.3,1000,0.0,0.005,network_repeat_211_comb_0.pt,2024-12-09 11:47:38,0,211,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_211_comb_1.pt,2024-12-09 11:47:38,1,211,completed
,4,0.3,1000,0.0,0.005,network_repeat_212_comb_0.pt,2024-12-09 11:47:39,0,212,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_212_comb_1.pt,2024-12-09 11:47:40,1,212,completed
,4,0.3,1000,0.0,0.005,network_repeat_213_comb_0.pt,2024-12-09 11:47:40,0,213,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_213_comb_1.pt,2024-12-09 11:47:41,1,213,completed
,4,0.3,1000,0.0,0.005,network_repeat_214_comb_0.pt,2024-12-09 11:47:41,0,214,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_214_comb_1.pt,2024-12-09 11:47:42,1,214,completed
,4,0.3,1000,0.0,0.005,network_repeat_215_comb_0.pt,2024-12-09 11:47:42,0,215,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_215_comb_1.pt,2024-12-09 11:47:43,1,215,completed
,4,0.3,1000,0.0,0.005,network_repeat_216_comb_0.pt,2024-12-09 11:47:44,0,216,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_216_comb_1.pt,2024-12-09 11:47:44,1,216,completed
,4,0.3,1000,0.0,0.005,network_repeat_217_comb_0.pt,2024-12-09 11:47:45,0,217,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_217_comb_1.pt,2024-12-09 11:47:46,1,217,completed
,4,0.3,1000,0.0,0.005,network_repeat_218_comb_0.pt,2024-12-09 11:47:46,0,218,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_218_comb_1.pt,2024-12-09 11:47:46,1,218,completed
,4,0.3,1000,0.0,0.005,network_repeat_219_comb_0.pt,2024-12-09 11:47:47,0,219,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_219_comb_1.pt,2024-12-09 11:47:47,1,219,completed
,4,0.3,1000,0.0,0.005,network_repeat_220_comb_0.pt,2024-12-09 11:47:48,0,220,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_220_comb_1.pt,2024-12-09 11:47:48,1,220,completed
,4,0.3,1000,0.0,0.005,network_repeat_221_comb_0.pt,2024-12-09 11:47:49,0,221,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_221_comb_1.pt,2024-12-09 11:47:50,1,221,completed
,4,0.3,1000,0.0,0.005,network_repeat_222_comb_0.pt,2024-12-09 11:47:50,0,222,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_222_comb_1.pt,2024-12-09 11:47:51,1,222,completed
,4,0.3,1000,0.0,0.005,network_repeat_223_comb_0.pt,2024-12-09 11:47:51,0,223,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_223_comb_1.pt,2024-12-09 11:47:51,1,223,completed
,4,0.3,1000,0.0,0.005,network_repeat_224_comb_0.pt,2024-12-09 11:47:52,0,224,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_224_comb_1.pt,2024-12-09 11:47:52,1,224,completed
,4,0.3,1000,0.0,0.005,network_repeat_225_comb_0.pt,2024-12-09 11:47:56,0,225,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_225_comb_1.pt,2024-12-09 11:47:57,1,225,completed
,4,0.3,1000,0.0,0.005,network_repeat_226_comb_0.pt,2024-12-09 11:47:57,0,226,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_226_comb_1.pt,2024-12-09 11:47:57,1,226,completed
,4,0.3,1000,0.0,0.005,network_repeat_227_comb_0.pt,2024-12-09 11:47:58,0,227,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_227_comb_1.pt,2024-12-09 11:47:58,1,227,completed
,4,0.3,1000,0.0,0.005,network_repeat_228_comb_0.pt,2024-12-09 11:48:00,0,228,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_228_comb_1.pt,2024-12-09 11:48:00,1,228,completed
,4,0.3,1000,0.0,0.005,network_repeat_229_comb_0.pt,2024-12-09 11:48:01,0,229,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_229_comb_1.pt,2024-12-09 11:48:01,1,229,completed
,4,0.3,1000,0.0,0.005,network_repeat_230_comb_0.pt,2024-12-09 11:48:02,0,230,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_230_comb_1.pt,2024-12-09 11:48:03,1,230,completed
,4,0.3,1000,0.0,0.005,network_repeat_231_comb_0.pt,2024-12-09 11:48:03,0,231,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_231_comb_1.pt,2024-12-09 11:48:03,1,231,completed
,4,0.3,1000,0.0,0.005,network_repeat_232_comb_0.pt,2024-12-09 11:48:04,0,232,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_232_comb_1.pt,2024-12-09 11:48:04,1,232,completed
,4,0.3,1000,0.0,0.005,network_repeat_233_comb_0.pt,2024-12-09 11:48:05,0,233,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_233_comb_1.pt,2024-12-09 11:48:05,1,233,completed
,4,0.3,1000,0.0,0.005,network_repeat_234_comb_0.pt,2024-12-09 11:48:05,0,234,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_234_comb_1.pt,2024-12-09 11:48:06,1,234,completed
,4,0.3,1000,0.0,0.005,network_repeat_235_comb_0.pt,2024-12-09 11:48:07,0,235,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_235_comb_1.pt,2024-12-09 11:48:07,1,235,completed
,4,0.3,1000,0.0,0.005,network_repeat_236_comb_0.pt,2024-12-09 11:48:07,0,236,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_236_comb_1.pt,2024-12-09 11:48:08,1,236,completed
,4,0.3,1000,0.0,0.005,network_repeat_237_comb_0.pt,2024-12-09 11:48:08,0,237,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_237_comb_1.pt,2024-12-09 11:48:09,1,237,completed
,4,0.3,1000,0.0,0.005,network_repeat_238_comb_0.pt,2024-12-09 11:48:09,0,238,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_238_comb_1.pt,2024-12-09 11:48:10,1,238,completed
,4,0.3,1000,0.0,0.005,network_repeat_239_comb_0.pt,2024-12-09 11:48:11,0,239,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_239_comb_1.pt,2024-12-09 11:48:11,1,239,completed
,4,0.3,1000,0.0,0.005,network_repeat_240_comb_0.pt,2024-12-09 11:48:11,0,240,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_240_comb_1.pt,2024-12-09 11:48:11,1,240,completed
,4,0.3,1000,0.0,0.005,network_repeat_241_comb_0.pt,2024-12-09 11:48:12,0,241,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_241_comb_1.pt,2024-12-09 11:48:13,1,241,completed
,4,0.3,1000,0.0,0.005,network_repeat_242_comb_0.pt,2024-12-09 11:48:13,0,242,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_242_comb_1.pt,2024-12-09 11:48:14,1,242,completed
,4,0.3,1000,0.0,0.005,network_repeat_243_comb_0.pt,2024-12-09 11:48:14,0,243,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_243_comb_1.pt,2024-12-09 11:48:15,1,243,completed
,4,0.3,1000,0.0,0.005,network_repeat_244_comb_0.pt,2024-12-09 11:48:16,0,244,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_244_comb_1.pt,2024-12-09 11:48:16,1,244,completed
,4,0.3,1000,0.0,0.005,network_repeat_245_comb_0.pt,2024-12-09 11:48:17,0,245,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_245_comb_1.pt,2024-12-09 11:48:17,1,245,completed
,4,0.3,1000,0.0,0.005,network_repeat_246_comb_0.pt,2024-12-09 11:48:18,0,246,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_246_comb_1.pt,2024-12-09 11:48:19,1,246,completed
,4,0.3,1000,0.0,0.005,network_repeat_247_comb_0.pt,2024-12-09 11:48:19,0,247,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_247_comb_1.pt,2024-12-09 11:48:19,1,247,completed
,4,0.3,1000,0.0,0.005,network_repeat_248_comb_0.pt,2024-12-09 11:48:20,0,248,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_248_comb_1.pt,2024-12-09 11:48:21,1,248,completed
,4,0.3,1000,0.0,0.005,network_repeat_249_comb_0.pt,2024-12-09 11:48:22,0,249,completed
17000,4,0.3,1000,0.0,0.005,network_repeat_249_comb_1.pt,2024-12-09 11:48:22,1,249,completed
,4,0.3,1000,0.0,0.005,network_repeat_250_comb_0.pt,2024-12-09 11:48:23,0,250,completed
